County,State,Abbreviation,Male,Female,Median Age,Population (2014-2020)
Tyler,West Virginia,West VirginiaTyler,4437,4472,46.7,8909
Upshur,West Virginia,West VirginiaUpshur,12200,12405,42,24605
Wayne,West Virginia,West VirginiaWayne,19835,20873,43.7,40708
Webster,West Virginia,West VirginiaWebster,4199,4319,46.8,8518
Wetzel,West Virginia,West VirginiaWetzel,7586,8028,45.9,15614
Wirt,West Virginia,West VirginiaWirt,2922,2875,44.7,5797
Wood,West Virginia,West VirginiaWood,41246,44310,43.3,85556
Wyoming,West Virginia,West VirginiaWyoming,10695,11016,44.2,21711
Adams,Wisconsin,WisconsinAdams,10783,9290,53.3,20073
Ashland,Wisconsin,WisconsinAshland,7930,7782,41.8,15712
Barron,Wisconsin,WisconsinBarron,22616,22636,44.1,45252
Bayfield,Wisconsin,WisconsinBayfield,7632,7360,52,14992
Brown,Wisconsin,WisconsinBrown,128824,130962,37.2,259786
Buffalo,Wisconsin,WisconsinBuffalo,6658,6509,46,13167
Burnett,Wisconsin,WisconsinBurnett,7832,7426,52.5,15258
Calumet,Wisconsin,WisconsinCalumet,24954,24853,40.1,49807
Chippewa,Wisconsin,WisconsinChippewa,33078,30557,40.9,63635
Clark,Wisconsin,WisconsinClark,17478,17013,37.6,34491
Columbia,Wisconsin,WisconsinColumbia,29047,27907,42.4,56954
Crawford,Wisconsin,WisconsinCrawford,8490,7798,46,16288
Dane,Wisconsin,WisconsinDane,263322,266521,34.9,529843
Dodge,Wisconsin,WisconsinDodge,45777,41999,42.5,87776
Door,Wisconsin,WisconsinDoor,13535,13904,52.4,27439
Douglas,Wisconsin,WisconsinDouglas,21757,21645,41.9,43402
Dunn,Wisconsin,WisconsinDunn,22372,22126,34.3,44498
Eau,Wisconsin,WisconsinEau,50874,52117,34.4,102991
Florence,Wisconsin,WisconsinFlorence,2275,2062,52.4,4337
Fond,Wisconsin,WisconsinFond,50302,52013,41.5,102315
Forest,Wisconsin,WisconsinForest,4541,4477,46.7,9018
Grant,Wisconsin,WisconsinGrant,26920,24908,35.7,51828
Green,Wisconsin,WisconsinGreen,18230,18634,42.9,36864
Green,Wisconsin,WisconsinGreen,9437,9320,45.4,18757
Iowa,Wisconsin,WisconsinIowa,11892,11728,42.5,23620
Iron,Wisconsin,WisconsinIron,2915,2800,54.5,5715
Jackson,Wisconsin,WisconsinJackson,10955,9551,41.6,20506
Jefferson,Wisconsin,WisconsinJefferson,42343,42309,40.7,84652
Juneau,Wisconsin,WisconsinJuneau,14067,12352,45.2,26419
Kenosha,Wisconsin,WisconsinKenosha,83312,85018,38.2,168330
Kewaunee,Wisconsin,WisconsinKewaunee,10279,10081,44.2,20360
La,Wisconsin,WisconsinLa,57361,60489,35.8,117850
Lafayette,Wisconsin,WisconsinLafayette,8443,8292,41.4,16735
Langlade,Wisconsin,WisconsinLanglade,9721,9443,48.2,19164
Lincoln,Wisconsin,WisconsinLincoln,13999,13849,47.2,27848
Manitowoc,Wisconsin,WisconsinManitowoc,39451,39956,44.7,79407
Marathon,Wisconsin,WisconsinMarathon,67976,67288,40.6,135264
Marinette,Wisconsin,WisconsinMarinette,20375,20162,48.3,40537
Marquette,Wisconsin,WisconsinMarquette,7746,7461,49.8,15207
Menominee,Wisconsin,WisconsinMenominee,2324,2255,31.7,4579
Milwaukee,Wisconsin,WisconsinMilwaukee,461670,492539,34.7,954209
Monroe,Wisconsin,WisconsinMonroe,23019,22483,39.5,45502
Oconto,Wisconsin,WisconsinOconto,19187,18369,46.5,37556
Oneida,Wisconsin,WisconsinOneida,17724,17621,50.9,35345
Outagamie,Wisconsin,WisconsinOutagamie,92241,92513,37.9,184754
Ozaukee,Wisconsin,WisconsinOzaukee,43342,44942,43.9,88284
Pepin,Wisconsin,WisconsinPepin,3696,3566,46.3,7262
Pierce,Wisconsin,WisconsinPierce,20641,20962,36.8,41603
Polk,Wisconsin,WisconsinPolk,21842,21507,45.2,43349
Portage,Wisconsin,WisconsinPortage,35508,35091,36.7,70599
Price,Wisconsin,WisconsinPrice,6813,6677,51.6,13490
Racine,Wisconsin,WisconsinRacine,96702,98696,40.1,195398
Richland,Wisconsin,WisconsinRichland,8834,8705,45.1,17539
Rock,Wisconsin,WisconsinRock,79654,82115,39.5,161769
Rusk,Wisconsin,WisconsinRusk,7109,7074,49.1,14183
St.,Wisconsin,WisconsinSt.,43899,44018,38.6,87917
Sauk,Wisconsin,WisconsinSauk,31747,31849,41.2,63596
Sawyer,Wisconsin,WisconsinSawyer,8339,8031,50.2,16370
Shawano,Wisconsin,WisconsinShawano,20521,20488,45,41009
Sheboygan,Wisconsin,WisconsinSheboygan,57922,57283,41.3,115205
Taylor,Wisconsin,WisconsinTaylor,10385,9971,43.4,20356
Trempealeau,Wisconsin,WisconsinTrempealeau,14932,14506,40.5,29438
Vernon,Wisconsin,WisconsinVernon,15302,15214,41.9,30516
Vilas,Wisconsin,WisconsinVilas,10931,10662,54.1,21593
Walworth,Wisconsin,WisconsinWalworth,51374,51639,39.7,103013
Washburn,Wisconsin,WisconsinWashburn,7771,7918,50.7,15689
Washington,Wisconsin,WisconsinWashington,66754,67781,42.9,134535
Waukesha,Wisconsin,WisconsinWaukesha,196103,202776,43.2,398879
Waupaca,Wisconsin,WisconsinWaupaca,26297,25147,45.4,51444
Waushara,Wisconsin,WisconsinWaushara,12641,11475,49,24116
Winnebago,Wisconsin,WisconsinWinnebago,85597,84329,38.2,169926
Wood,Wisconsin,WisconsinWood,36056,37218,43.8,73274
Albany,Wyoming,WyomingAlbany,19916,18186,27.3,38102
Big,Wyoming,WyomingBig,6033,5868,41.3,11901
Campbell,Wyoming,WyomingCampbell,24559,23149,33.5,47708
Carbon,Wyoming,WyomingCarbon,8332,7145,38,15477
Converse,Wyoming,WyomingConverse,7206,6791,40.1,13997
Crook,Wyoming,WyomingCrook,3730,3680,42.6,7410
Fremont,Wyoming,WyomingFremont,20135,19941,38.4,40076
Goshen,Wyoming,WyomingGoshen,6948,6490,43.4,13438
Hot,Wyoming,WyomingHot,2387,2293,49.5,4680
Johnson,Wyoming,WyomingJohnson,4477,4038,45.5,8515
Laramie,Wyoming,WyomingLaramie,49460,48232,36.9,97692
Lincoln,Wyoming,WyomingLincoln,9695,9316,39.3,19011
Natrona,Wyoming,WyomingNatrona,40816,39794,36.6,80610
Niobrara,Wyoming,WyomingNiobrara,1088,1360,41,2448
Park,Wyoming,WyomingPark,14276,14845,44.4,29121
Platte,Wyoming,WyomingPlatte,4499,4174,47.1,8673
Sheridan,Wyoming,WyomingSheridan,14852,15160,42.1,30012
Sublette,Wyoming,WyomingSublette,5367,4584,39.4,9951
Sweetwater,Wyoming,WyomingSweetwater,22882,21235,34.6,44117
Teton,Wyoming,WyomingTeton,11911,11148,39.3,23059
Uinta,Wyoming,WyomingUinta,10505,10104,35.5,20609
Washakie,Wyoming,WyomingWashakie,4137,3992,43.5,8129
Weston,Wyoming,WyomingWeston,3768,3332,42.9,7100
Adjuntas,Puerto Rico,Puerto RicoAdjuntas,8862,9319,40.9,18181
Aguada,Puerto Rico,Puerto RicoAguada,18906,19737,42.3,38643
Aguadilla,Puerto Rico,Puerto RicoAguadilla,26308,27858,41.5,54166
Aguas,Puerto Rico,Puerto RicoAguas,12756,13519,41.4,26275
Aibonito,Puerto Rico,Puerto RicoAibonito,11263,12194,41.6,23457
A�asco,Puerto Rico,Puerto RicoA�asco,13240,14128,41.8,27368
Arecibo,Puerto Rico,Puerto RicoArecibo,41785,45457,42,87242
Arroyo,Puerto Rico,Puerto RicoArroyo,8514,9597,39.6,18111
Barceloneta,Puerto Rico,Puerto RicoBarceloneta,11541,12758,39.9,24299
Barranquitas,Puerto Rico,Puerto RicoBarranquitas,14162,14593,36.4,28755
Bayam�n,Puerto Rico,Puerto RicoBayam�n,86408,96547,41.3,182955
Cabo,Puerto Rico,Puerto RicoCabo,23237,25768,43.2,49005
Caguas,Puerto Rico,Puerto RicoCaguas,61168,70195,40.5,131363
Camuy,Puerto Rico,Puerto RicoCamuy,15424,16798,40.8,32222
Can�vanas,Puerto Rico,Puerto RicoCan�vanas,22224,23884,39.1,46108
Carolina,Puerto Rico,Puerto RicoCarolina,72157,85296,42,157453
Cata�o,Puerto Rico,Puerto RicoCata�o,11764,13124,39.8,24888
Cayey,Puerto Rico,Puerto RicoCayey,21378,23152,42.4,44530
Ceiba,Puerto Rico,Puerto RicoCeiba,5660,6193,41.9,11853
Ciales,Puerto Rico,Puerto RicoCiales,8240,8672,41.9,16912
Cidra,Puerto Rico,Puerto RicoCidra,19560,20783,39.8,40343
Coamo,Puerto Rico,Puerto RicoCoamo,19056,20209,40.7,39265
Comer�o,Puerto Rico,Puerto RicoComer�o,9692,9847,38.6,19539
Corozal,Puerto Rico,Puerto RicoCorozal,16565,17600,39,34165
Culebra,Puerto Rico,Puerto RicoCulebra,676,638,42.8,1314
Dorado,Puerto Rico,Puerto RicoDorado,17728,19480,40,37208
Fajardo,Puerto Rico,Puerto RicoFajardo,14948,17053,41.2,32001
Florida,Puerto Rico,Puerto RicoFlorida,5693,6217,39.8,11910
Gu�nica,Puerto Rico,Puerto RicoGu�nica,8091,8692,42.1,16783
Guayama,Puerto Rico,Puerto RicoGuayama,20744,20962,38.5,41706
Guayanilla,Puerto Rico,Puerto RicoGuayanilla,9076,9932,41,19008
Guaynabo,Puerto Rico,Puerto RicoGuaynabo,41805,46858,43.6,88663
Gurabo,Puerto Rico,Puerto RicoGurabo,22173,24721,38.6,46894
Hatillo,Puerto Rico,Puerto RicoHatillo,19407,20983,41.5,40390
Hormigueros,Puerto Rico,Puerto RicoHormigueros,7461,8719,45.8,16180
Humacao,Puerto Rico,Puerto RicoHumacao,25267,28199,42.1,53466
Isabela,Puerto Rico,Puerto RicoIsabela,20629,21791,41.6,42420
Jayuya,Puerto Rico,Puerto RicoJayuya,7428,7478,37.8,14906
Juana,Puerto Rico,Puerto RicoJuana,22378,24582,38.1,46960
Juncos,Puerto Rico,Puerto RicoJuncos,18630,20498,38.4,39128
Lajas,Puerto Rico,Puerto RicoLajas,11355,11960,44,23315
Lares,Puerto Rico,Puerto RicoLares,13026,13425,42.2,26451
Las,Puerto Rico,Puerto RicoLas,4147,4452,41.1,8599
Las,Puerto Rico,Puerto RicoLas,18163,19605,39,37768
Lo�za,Puerto Rico,Puerto RicoLo�za,12337,14126,38.9,26463
Luquillo,Puerto Rico,Puerto RicoLuquillo,8705,9842,41.2,18547
Manat�,Puerto Rico,Puerto RicoManat�,18720,20972,41.5,39692
Maricao,Puerto Rico,Puerto RicoMaricao,3069,3133,43.2,6202
Maunabo,Puerto Rico,Puerto RicoMaunabo,5411,5612,44.4,11023
Mayag�ez,Puerto Rico,Puerto RicoMayag�ez,36902,40353,40.7,77255
Moca,Puerto Rico,Puerto RicoMoca,18012,18860,39.5,36872
Morovis,Puerto Rico,Puerto RicoMorovis,15537,15783,37.9,31320
Naguabo,Puerto Rico,Puerto RicoNaguabo,12332,13934,37.7,26266
Naranjito,Puerto Rico,Puerto RicoNaranjito,14039,14518,39.4,28557
Orocovis,Puerto Rico,Puerto RicoOrocovis,10725,10682,38.9,21407
Patillas,Puerto Rico,Puerto RicoPatillas,8481,8853,43.9,17334
Pe�uelas,Puerto Rico,Puerto RicoPe�uelas,10190,10794,37.3,20984
Ponce,Puerto Rico,Puerto RicoPonce,69272,74654,40.4,143926
Quebradillas,Puerto Rico,Puerto RicoQuebradillas,11606,12430,40.4,24036
Rinc�n,Puerto Rico,Puerto RicoRinc�n,6844,7425,45.4,14269
R�o,Puerto Rico,Puerto RicoR�o,24397,26153,40.7,50550
Sabana,Puerto Rico,Puerto RicoSabana,10877,12177,42.1,23054
Salinas,Puerto Rico,Puerto RicoSalinas,13843,14790,39.9,28633
San,Puerto Rico,Puerto RicoSan,15606,16508,43.2,32114
San,Puerto Rico,Puerto RicoSan,157742,186864,42.5,344606
San,Puerto Rico,Puerto RicoSan,18450,19423,41,37873
San,Puerto Rico,Puerto RicoSan,18448,19516,43.3,37964
Santa,Puerto Rico,Puerto RicoSanta,10650,11416,37.8,22066
Toa,Puerto Rico,Puerto RicoToa,35281,38124,37.7,73405
Toa,Puerto Rico,Puerto RicoToa,37382,42344,39.8,79726
Trujillo,Puerto Rico,Puerto RicoTrujillo,31892,35888,39.8,67780
Utuado,Puerto Rico,Puerto RicoUtuado,14279,15123,42.8,29402
Vega,Puerto Rico,Puerto RicoVega,18044,19680,38.6,37724
Vega,Puerto Rico,Puerto RicoVega,25580,27791,40.7,53371
Vieques,Puerto Rico,Puerto RicoVieques,4332,4439,43.6,8771
Villalba,Puerto Rico,Puerto RicoVillalba,11169,11824,38.8,22993
Yabucoa,Puerto Rico,Puerto RicoYabucoa,16541,17608,42.5,34149
Yauco,Puerto Rico,Puerto RicoYauco,17475,18964,43,36439
